qid,audit_scope,error_type,stratum,stratum_population_n,stratum_sample_n,sample_weight,probability,prediction,label,judge_label,judge_true,alias_match,prob_rank_bin_within_error_type,question,response,official_aliases_raw,official_aliases_normalized,human_binary_label,human_score,attribution,notes
5c6bec987c78d69471000033,FN_census,FN,FN_alias_false,58,58,1.0,0.4814802023393627,0,1,false,False,False,Q4_high,What is the most common pediatric glioma?,Astrocytoma,Pilocytic astrocytoma or high grade glioma,pilocytic astrocytoma or high grade glioma,correct,acceptable_paraphrase,judge_side_label_error,"Broader superclass answer, but still names the accepted pediatric glioma family."
5fe31317a43ad31278000044,FN_census,FN,FN_alias_false,58,58,1.0,0.47831017375337637,0,1,false,False,False,Q4_high,The formation of which inflammatory molecule is regulated by MAP3K8 (TPL2)?,NLRP3 inflammasome activation,IL-1β | IL1-beta,il 1β | il1 beta,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
58bde18b02b8c60953000014,FN_census,FN,FN_alias_false,58,58,1.0,0.477424699343407,0,1,false,False,False,Q4_high,What is the function of BAX,To provide immediate feedback to students and teachers during assessments.,bax promotes Apoptosis,bax promotes apoptosis,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
65f774a4c4010b4d78000029,FN_census,FN,FN_alias_false,58,58,1.0,0.47390011686668815,0,1,false,False,False,Q4_high,What type of colorectal cancer screening is the most cost-effective for general population?,Fecal immunochemical test (FIT),Colonoscopy,colonoscopy,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
5c580aff07647bbc4b00001a,FN_census,FN,FN_alias_false,58,58,1.0,0.4707632302761052,0,1,false,False,False,Q4_high,Which ultraconserved element is associated with Embryonic Stem Cells (ESC) self-renewal?,TERC,T-UCstem1,t ucstem1,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
6415c53e690f196b51000012,FN_census,FN,FN_alias_false,58,58,1.0,0.46501212903037226,0,1,false,False,False,Q3,When was Keytruda approved by the FDA for the treatment of metastatic non-small cell lung cancer?,2014,"October 24, 2016",october 24 2016,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
5c5f10791a4c55d80b000014,FN_census,FN,FN_alias_false,58,58,1.0,0.45880745502993137,0,1,false,False,False,Q3,What is the function of PAPOLA/PAP?,To provide a preliminary assessment of potential workplace hazards.,"PolyA polymerase (PAP) adds a polyA tail onto the 3'-end of RNAs without a nucleic acid template, using adenosine-5'-triphosphate (ATP) as a substrate.",polya polymerase pap adds polya tail onto 3 end of rnas without nucleic acid template using adenosine 5 triphosphate atp as substrate,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
56c1f00cef6e39474100003e,FN_census,FN,FN_alias_false,58,58,1.0,0.45338782694345325,0,1,false,False,False,Q3,Aleglitazar is agonist of which receptor?,Peroxisome proliferator-activated receptor gamma (PPARγ),peroxisome proliferator-activated receptor-α/γ,peroxisome proliferator activated receptor α γ,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
5891f9e549702f2e01000002,FN_census,FN,FN_alias_false,58,58,1.0,0.4515119268630002,0,1,false,False,False,Q3,Willis-Ekbom disease is also known as?,Multiple sclerosis,Restless legs syndrome,restless legs syndrome,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
56e2acfe51531f7e33000014,FN_census,FN,FN_alias_false,58,58,1.0,0.4480407094130078,0,1,false,False,False,Q3,During which stage of the cell cycle is cohesin deposited on the yeast genome?,G1 phase,S-phase,s phase,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
54da32bc0f63c58e6e000001,FN_census,FN,FN_alias_false,58,58,1.0,0.43756449994247637,0,1,false,False,False,Q3,Which is the main target of the anti-arrhythmic activity of flecainide?,Ional potassium channels,The sodium channel,sodium channel,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
5540fbce234c5a7c75000001,FN_census,FN,FN_alias_false,58,58,1.0,0.4343654013262815,0,1,false,False,False,Q3,Which autophagy pathway is trigered by the KFERQ motif of cytosolic proteins?,Macroautophagy,chaperone-mediated autophagy (CMA),chaperone mediated autophagy cma,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
58e79e703e8b6dc87c00000a,FN_census,FN,FN_alias_false,58,58,1.0,0.43109154928735327,0,1,false,False,False,Q3,What percentage of rheumatoid arthritis patients are responsive to anti-TNF therapy?,60-80%,50-60%,50 60,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
5544de7a5beec11c10000005,FN_census,FN,FN_alias_false,58,58,1.0,0.4248038388687779,0,1,false,False,False,Q3,In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,G2 phase,stationary phase,stationary phase,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
54e0ace81388e8454a000010,FN_census,FN,FN_alias_false,58,58,1.0,0.42318870936421454,0,1,false,False,False,Q3,Is APOBEC3B protein predominantly cytoplasmic or nuclear?,Cytoplasmic, nuclear,nuclear,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
66099a03fdcbea915f00001d,FN_census,FN,FN_alias_false,58,58,1.0,0.417583848796539,0,1,false,False,False,Q3,From what age is it recommended to start population screening for colorectal cancer?,50,45 years old | 45 | 45-50 | 40 to 49,45 years old | 45 | 45 50 | 40 to 49,correct,acceptable_paraphrase,judge_side_label_error,Response picks one accepted lower-bound screening age from the benchmark range.
5e4604d83f54159529000003,FN_census,FN,FN_alias_false,58,58,1.0,0.41399324333652854,0,1,false,False,False,Q3,Which disease was studied in the CADISS trial?,COVID-19,carotid and vertebral artery dissection,carotid and vertebral artery dissection,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
5a87f44061bb38fb2400000f,FN_census,FN,FN_alias_false,58,58,1.0,0.4134701916754184,0,1,false,False,False,Q2,Which disorder has been approved for treatment with Alk inhibitors?,Myelofibrosis,ALK-positive lung cancer,alk positive lung cancer,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
514c3fd7d24251bc05000062,FN_census,FN,FN_alias_false,58,58,1.0,0.40861937091723527,0,1,false,False,False,Q2,Intact macromolecular assemblies are analysed by advanced mass spectrometry. How large complexes (in molecular weight) have been studied?,Up to 10 MDa,2.3 megadalton,2 3 megadalton,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
5aae6499fcf456587200000c,FN_census,FN,FN_alias_false,58,58,1.0,0.4057907744599141,0,1,false,False,False,Q2,What is BORSA?,Borsa Italiana,Borderline oxacillin-resistant Staphylococcus aureus,borderline oxacillin resistant staphylococcus aureus,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
601c4b231cb411341a000020,FN_census,FN,FN_alias_false,58,58,1.0,0.4043788392582611,0,1,false,False,False,Q2,Givosiran is used for treatment of which disease?,Duchenne muscular dystrophy,porphyria,porphyria,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
511a3573df1ebcce7d000018,FN_census,FN,FN_alias_false,58,58,1.0,0.40272826889199964,0,1,false,False,False,Q2,How many tissue kallikrein genes are present in the human genome?,Three,15,15,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
56bc77a3ac7ad10019000015,FN_census,FN,FN_alias_false,58,58,1.0,0.40125279492206134,0,1,false,False,False,Q2,RTS S AS01 vaccine was developed to prevent which disease?,Rubella,malaria,malaria,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
5540b9800083d1bf0e000002,FN_census,FN,FN_alias_false,58,58,1.0,0.40053671286187964,0,1,false,False,False,Q2,Alpha-spectrin and beta-spectrin subunits form parallel or antiparallel heterodimers?,Parallel,antiparallel,antiparallel,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
54cf45e7f693c3b16b00000a,FN_census,FN,FN_alias_false,58,58,1.0,0.396458227659399,0,1,false,False,False,Q2,Which is the main calcium binding protein of the sarcoplasmic reticulum?,Calbindin,Calsequestrin | casq,calsequestrin | casq,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
6026d6891cb411341a0000cc,FN_census,FN,FN_alias_false,58,58,1.0,0.38952145021110446,0,1,false,False,False,Q2,What pathological condition is MK-1602 used for?,Alzheimer’s disease,acute treatment of migraine,acute treatment of migraine,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
5324ce779b2d7acc7e00001e,FN_census,FN,FN_alias_false,58,58,1.0,0.3864701950249602,0,1,false,False,False,Q2,Which drug is considered as the first line treatment of fibromyalgia?,Duloxetine,Pregabalin,pregabalin,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
56c1f01cef6e394741000044,FN_census,FN,FN_alias_false,58,58,1.0,0.37870013212126913,0,1,false,False,False,Q2,What is targeted by Palbociclib?,CDK4 and CDK6,epidermal growth factor receptor,epidermal growth factor receptor,correct,acceptable_paraphrase,benchmark_alias_issue,Benchmark alias appears wrong here; palbociclib targets CDK4/6 rather than EGFR.
60527e8c94d57fd879000012,FN_census,FN,FN_alias_false,58,58,1.0,0.3621968034075362,0,1,false,False,False,Q2,What is the most advanced phase of clinical trial that fingolimod has entered?,Phase III,phase IV,phase iv,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
5c9a6693ecadf2e73f000031,FN_census,FN,FN_alias_false,58,58,1.0,0.36088275038535433,0,1,false,False,False,Q2,What is a mitosome?,A mitosome (also known as an inner mitochondrial membrane folded into tubules),Simple and anaerobic mitochondria.,simple and anaerobic mitochondria,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
58f3c4b970f9fc6f0f00000a,FN_census,FN,FN_alias_false,58,58,1.0,0.35810193658136746,0,1,false,False,False,Q2,"What type of genome, (RNA or DNA, double stranded single stranded) is found in the the virus that causes blue tongue disease?",Double-stranded DNA,"double stranded, segmented RNA",double stranded segmented rna,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
5313058de3eabad02100000e,FN_census,FN,FN_alias_false,58,58,1.0,0.3579587372944482,0,1,false,False,False,Q2,Abnormality in which vertebral region is important in the Bertolotti's syndrome?,Sacral region,lumbosacral,lumbosacral,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
56c1f020ef6e394741000047,FN_census,FN,FN_alias_false,58,58,1.0,0.3467998762959814,0,1,false,False,False,Q1_low,Which disorder is rated by Palmini classification?,Restless Legs Syndrome,focal cortical dysplasia,focal cortical dysplasia,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
56c85ed65795f9a73e000012,FN_census,FN,FN_alias_false,58,58,1.0,0.33180995207059466,0,1,false,False,False,Q1_low,Does dasatinib promote or inhibit T-cell proliferation?,Inhibition,inhibits,inhibits,correct,acceptable_paraphrase,judge_side_label_error,Nominalization of the accepted verb; should count as correct.
5c5312097e3cb0e231000011,FN_census,FN,FN_alias_false,58,58,1.0,0.32778579099623656,0,1,false,False,False,Q1_low,"Where, in what US state, was there a measles outbreak in an Amish community","Lancaster, Pennsylvania",Ohio,ohio,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
56ffdc1ccf1c32585100000b,FN_census,FN,FN_alias_false,58,58,1.0,0.32207982778463007,0,1,false,False,False,Q1_low,Which is the most common editing modification in eukaryotic mRNA?,5′ capping,A-to-I,to i,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
5319ac99b166e2b806000034,FN_census,FN,FN_alias_false,58,58,1.0,0.3197759627332087,0,1,false,False,False,Q1_low,Which is the third subunit of the TSC1-TSC2 complex upstream of mTORC1?,TSC2,TBC1D7,tbc1d7,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
514a0a57d24251bc05000051,FN_census,FN,FN_alias_false,58,58,1.0,0.31668513646051744,0,1,false,False,False,Q1_low,Which drug should be used as an antidote in benzodiazepine overdose?,Naloxone,flumazenil,flumazenil,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
58a1c0f178275d0c4a000056,FN_census,FN,FN_alias_false,58,58,1.0,0.3165541711550407,0,1,false,False,False,Q1_low,When did the polio vaccine becomes available?,1955,1954,1954,correct,acceptable_paraphrase,benchmark_alias_issue,Benchmark year appears off; vaccine availability is conventionally dated to 1955.
56c1f02aef6e39474100004b,FN_census,FN,FN_alias_false,58,58,1.0,0.3156708590469625,0,1,false,False,False,Q1_low,Which interleukin is blocked by Siltuximab?,IL-5,interleukin-6,interleukin 6,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
63f0494cf36125a426000028,FN_census,FN,FN_alias_false,58,58,1.0,0.306534739876836,0,1,false,False,False,Q1_low,Which viral disease can be treated with EDP-938?,COVID-19,Respiratory Syncytial Virus,respiratory syncytial virus,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
644ef78f57b1c7a315000084,FN_census,FN,FN_alias_false,58,58,1.0,0.3012627990028505,0,1,false,False,False,Q1_low,Chromatin is tightly packed into what structure inside the nucleus?,Chromosome,Nucleosome,nucleosome,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
5545e65bd355485447000001,FN_census,FN,FN_alias_false,58,58,1.0,0.2988114434334628,0,1,false,False,False,Q1_low,Patients of which disease could be treated by utilizing knowledge obtained from experiments suppressing TDP-43 toxicity in yeast?,Alzheimer's disease,Amyotrophic lateral sclerosis (ALS),amyotrophic lateral sclerosis als,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
603534671cb411341a000153,FN_census,FN,FN_alias_false,58,58,1.0,0.24376961606264802,0,1,false,False,False,Q1_low,What is the msDNA?,Mitochondrial DNA,"msDNA is actually a complex of DNA, RNA, and probably protein.",msdna is actually complex of dna rna and probably protein,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
58b6bd2622d300530900000c,FN_census,FN,FN_alias_false,58,58,1.0,0.22376772611407794,0,1,false,False,False,Q1_low,Which ApoE isoform is associated with hyperlipoproteinemia?,ApoE4,ApoE2 isoform | Apolipoprotein E2 isoform,apoe2 isoform | apolipoprotein e2 isoform,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
554356d0ed966d112c000005,FN_census,FN,FN_alias_false,58,58,1.0,0.22145906574052007,0,1,false,False,False,Q1_low,"Which is the most common measure of differences between dinucleotide relative abundance ""genomic signatures""",Jensen-Shannon Divergence,delta-distance,delta distance,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
58f0b1d670f9fc6f0f000007,FN_census,FN,FN_alias_false,58,58,1.0,0.21819879683623772,0,1,false,False,False,Q1_low,What is a miR?,MicroRNA,MiRs are small (~23 nt) noncoding RNAs,mirs are small 23 nt noncoding rnas,correct,acceptable_paraphrase,judge_side_label_error,Faithful short answer to what a miR is.
61f95f9f882a024a1000004e,FN_census,FN,FN_alias_false,58,58,1.0,0.20304293499541112,0,1,false,False,False,Q1_low,Which disorder is caused by biallelic mutations in G-Protein coupled receptor kinase 1 (GRK1)?,Bardet-Biedl syndrome,Oguchi disease,oguchi disease,incorrect,incorrect,detector_miss,Response is materially different from the benchmark answer.
606ad07394d57fd879000050,FN_census,FN,FN_alias_true,4,4,1.0,0.4755168905606473,0,1,false,False,True,Q4_high,What is the prevalence of poor metabolizers of CYP2C19 among Southern Asians compared to East Asians?,Southern Asians have a significantly higher prevalence of CYP2C19 poor metabolizer genotypes compared to East Asians.,higher,higher,correct,exact_alias,judge_side_label_error,Response directly states the accepted comparison: higher.
5caa06d0ecadf2e73f000056,FN_census,FN,FN_alias_true,4,4,1.0,0.4613676976844995,0,1,false,False,True,Q3,"Where in the body, is ghrelin secreted?",Stomach and hypothalamus,stomach,stomach,correct,acceptable_paraphrase,judge_side_label_error,Includes the canonical secretion site plus extra detail; should still count as correct.
5d36a9507bc3fee31f000005,FN_census,FN,FN_alias_true,4,4,1.0,0.45332616635442347,0,1,false,False,True,Q3,Which cells mature in the human thymus?,T cells and B cells,T-cells | T-lymphocytes,t cells | t lymphocytes,incorrect,incorrect,detector_miss,"Adds B cells, which do not mature in the thymus."
5880b073c872c95565000003,FN_census,FN,FN_alias_true,4,4,1.0,0.4338978864498982,0,1,false,False,True,Q3,Andexanet Alfa is an antidote of which clotting factor inhibitors?,Factor Xa and Factor IIa (thrombin),Factor Xa | Xa,factor xa | xa,incorrect,incorrect,detector_miss,"Adds factor IIa / thrombin, which is not the accepted target class."
54d6562c3706e8952800000b,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.8400366171151414,1,0,true,True,False,Q4_high,Which is the enzymatic activity of the myotubularin family of proteins?,Phospholipid hydrolysis,lipid inositol phosphatase activity,lipid inositol phosphatase activity,incorrect,incorrect,judge_side_label_error,Too broad; misses the inositol-phosphatase specificity.
606b648394d57fd879000069,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.818913985288882,1,0,true,True,False,Q4_high,What is the origin of  HEp-2 cells?,Human epithelial cells from larynx carcinoma.,human larynx epidermoid carcinoma cell line,human larynx epidermoid carcinoma cell line,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
5ab90a79fcf456587200001b,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.814802909236719,1,0,true,True,False,Q4_high,What drug treatment can cause a spinal epidural hematoma?,Heparin,Anticoagulant therapy,anticoagulant therapy,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
514a0f4ad24251bc05000053,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.7829241927382619,1,0,true,True,False,Q4_high,How many genes are in the gene signature screened by MammaPrint?,70,70 genes,70 genes,correct,exact_alias,detector_false_positive,Numeric answer is directly correct; alias only adds the word genes.
640c85e9201352f04a000026,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.7758020349264673,1,0,true,True,False,Q4_high,What cells proliferate in Mantle Cell Lymphoma,Small B-cell lymphocytes,B cells,b cells,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
63f03fc8f36125a426000021,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.7571043483271038,1,0,true,True,False,Q4_high,What disease can be treated with Lenacapavir?,HIV,HIV-1,hiv 1,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
623e02e0f0baec9a1b000005,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.7449263265274904,1,0,true,True,False,Q4_high,What is the KDEL retention signal?,KDEL (Lys-Asp-Glu-Leu),ER retention sequence (KDEL),er retention sequence kdel,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
535d2cf09a4572de6f000004,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.7272688447652879,1,0,true,True,False,Q4_high,What is the number of long non coding RNAs in the human genome,"Approximately 16,000","between 10,000 and 20,000",between 10 000 and 20 000,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
553653a5bc4f83e828000007,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.7204968907340701,1,0,true,True,False,Q4_high,Which technique is used for detection of EWS/FLI1 fusion transcripts?,RT-PCR with exon junction analysis,Reverse transcription - polymerase chain reaction (RT-PCR),reverse transcription polymerase chain reaction rt pcr,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
5e5e508b1af46fc13000000c,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.7183458373120665,1,0,true,True,False,Q4_high,What does Retapamulin treat?,Impetigo and bacterial skin infections,bacterial infections,bacterial infections,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
56c3320a50c68dd416000008,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.7012002797358942,1,0,true,True,False,Q4_high,What is the incidence of cystic fibrosis in the caucasian population?,"1 in 2,500 to 1 in 3,500 live births",1:2000,1 2000,correct,acceptable_paraphrase,benchmark_alias_issue,Benchmark alias is narrower than the commonly accepted incidence range given in the response.
56af9f130a360a5e45000015,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6907722678225289,1,0,true,True,False,Q4_high,Where is the protein Pannexin1 located?,"Cell membranes, particularly in epithelial and endothelial cells.",plasma membrane,plasma membrane,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
5c8fe7cb0101eac87000000c,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6890961801451568,1,0,true,True,False,Q4_high,What does RUNX2 stand for?,Runt-related transcription factor 2,Runt related factor-2,runt related factor 2,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
5c929094ecadf2e73f000019,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.680473759752562,1,0,true,True,False,Q4_high,What happens to retrotransposons during ageing?,"Their activity increases, and their copy number expands.",Activation,activation,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
531e2695267d7dd05300000f,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6792999974762134,1,0,true,True,False,Q4_high,What is the localization of the protein encoded by the gene DNAJC11?,Inner mitochondrial membrane,mitochondrial inner membrane,mitochondrial inner membrane,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
6237a8343a8413c6530000b2,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6692185827843633,1,0,true,True,False,Q4_high,Which protein family is epiregulin a member of?,Epidermal growth factor (EGF) family,epidermal growth factor family,epidermal growth factor family,correct,acceptable_paraphrase,detector_verbosity_bias,Semantically faithful but broader or more paraphrastic than the alias string.
5a8941c5bc7bade53a000002,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6675524505941994,1,0,true,True,False,Q4_high,Which aminoacid position in the human CREB protein is phosphorylated?,Serine 133,Ser133,ser133,correct,exact_alias,detector_false_positive,Direct phosphorylation-site answer.
6237a8a33a8413c6530000b3,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6609479284327916,1,0,true,True,False,Q4_high,What is amphiregulin a ligand of?,ErbB receptors,epidermal growth factor receptor,epidermal growth factor receptor,incorrect,incorrect,judge_side_label_error,Broader receptor-family answer; the accepted target is EGFR specifically.
6451007857b1c7a315000093,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6550108839468776,1,0,true,True,False,Q4_high,What is the cause of Leigh syndrome?,Genetic mutations.,"pyruvate dehydrogenase complex, and respiratory chain complexes I, II, III, IV, V defects | defects of mitochondrial enzyme complexes | mitochondrial DNA mutations | nuclear DNA mutations",pyruvate dehydrogenase complex and respiratory chain complexes i ii iii iv v defects | defects of mitochondrial enzyme complexes | mitochondrial dna mutations | nuclear dna mutations,incorrect,incorrect,judge_side_label_error,Too generic; does not answer the specific defect classes named in the benchmark.
550af222c2af5d5b7000000b,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6534890384746971,1,0,true,True,False,Q3,Which is the E3 ubiquitin ligase which ubiquitinates IkB leading to its proteasomal degradation?,β-TrCP,SCF(β-TrCP) | SCF beta-transducin repeat-containing protein (beta-TrCP) | beta-Trcp,scf β trcp | scf beta transducin repeat containing protein beta trcp | beta trcp,incorrect,incorrect,judge_side_label_error,Names the substrate adaptor rather than the full SCF(beta-TrCP) ligase complex.
5e776cfe835f4e4777000010,FP_random_sample,FP,FP_alias_false,166,75,2.2133333333333334,0.6512520766222807,1,0,true,True,False,Q3,When was Afrezza approved by the FDA?,2014,June 2014,june 2014,correct,exact_alias,detector_false_positive,"Month detail omitted, but the year answer is still accepted."
